Subject,Number,Course Title
CI,404,Tchg and Assessing Sec Sch Stu
CI,407,Thry Prac in Elem Schl Tchg II
CI,424,Child Development & Technology
CI,431,Tchg Elementary Mathematics
CI,432,Invest Approach Elem Math Inst
CI,446,Culture in the Classroom
CI,448,Tchg Elem Social Studies
CI,451,Tchg Elem Science II
CI,473,Disciplinary Literacy
CI,475,Teach Elem Rdg & Lang Arts I
CLCV,116,The Roman Achievement
CLCV,132,"Class Archaeology, Rome-Italy"
CLCV,160,Ancient Greek & Roman Religion
CLCV,220,Homosexuality in Antiquity
CLCV,220,Wonders of the world
CMN,231,Communication and Conflict
CMN,338,Relationships and Technologies
CMN,375,The American Family
CMN,396,Rhetoric of Theatre
CMN,396,Performing Rhetoric
CMN,396,Intercultural Rhetoric
CMN,410,Workplace Comm Technology
CMN,421,Persuasion Theory & Research
CMN,435,Adv Interpersonal Comm
CPSC,116,The Global Food Production Web
CPSC,117,Agric. & Science of Coffee
CPSC,131,Agriculture in Mythology
CPSC,261,Biotechnology in Agriculture
CPSC,265,Genetic Engineering Lab
CPSC,418,Crop Growth and Management
CPSC,453,Principles of Plant Breeding
CPSC,542,Applied Statistical Methods II
CS,398,Deep Learning
CS,398,Introduction to Data Science
CS,423,Operating Systems Design
CS,429,"Software Engineering II, ACP"
CS,431,Embedded Systems
CS,460,Security Laboratory
CS,463,Computer Security II
CS,467,Social Visualization
CS,477,Formal Software Devel Methods
CS,484,Parallel Programming
CS,498,Algorithms for Big Data
CS,498,Applied Machine Learning
CS,498,Cloud Computing Applications
CS,498,Data Science & Analytics
CS,498,Audio Computing Lab
CS,498,Art and Science of Web Prog
CS,512,Data Mining Principles
CS,527,Topics in Software Engineering
CS,533,Parallel Computer Architecture
CS,538,Advanced Computer Networks
CS,555,Numerical Methods for PDEs
CS,579,Computational Complexity
CS,598,Stat Reinforcement lrng
CW,200,Reading for Writers
CW,243,Inter Expository Writing
CWL,207,Indian Cinema in Context
DANC,101,Modern Dance I
DANC,107,Ballet I
DANC,212,Musical Theater Dance
DANC,260,Int Contemp Modern Tech Core
DANC,268,Music Theory for Dancers
DANC,340,Dancing Black Popular Culture
ECE,314,Probability in Engineering Lab
ECE,317,ECE Technology & Management
ECE,418,Image & Video Processing
ECE,431,Electric Machinery
ECE,470,Introduction to Robotics
ECE,481,Nanotechnology
ECE,483,Analog IC Design
ECE,490,Introduction to Optimization
ECE,498,Data Science & Analytics
ECE,498,IoT and Cognitive Computing
ECE,498,Smartphone Computing and Appli
ECE,511,Computer Architecture
ECE,543,Statistical Learning Theory
ECE,549,Computer Vision
ECON,199,Introduction to Game Theory
ECON,417,Cost-Benefit Analysis
ECON,453,Econ Middle East & N. Africa
ECON,455,Economics: Poverty Alleviation
ECON,460,Financial Economics
ECON,472,Financial Econometrics
ECON,480,Industrial Comp and Monopoly
ECON,481,Govt Reg of Economic Activity
ECON,490,Topics in Econometrics
ECON,490,International Finance
ECON,503,Econometrics
ECON,517,Monetary Policy
ECON,519,Development and Growth Policy
ECON,590,Job Market Research
ECON,590,Industrial Organization
ENG,398,ELA Leadership Training
ENG,491,Nanosatellite Design Build 1
ENGL,104,Intro to Film
ENGL,119,Harry Potter and More
ENGL,120,Science Fiction
ENGL,200,Intro to the Study of Lit
ENGL,250,19thc American Fiction
ENGL,286,Asian American Literature
ENGL,300,Shakespeare and Difference
ENGL,300,Very Recent Fiction
ENGL,301,CriticalApproaches to Lit&Text
ENGL,310,Intro to Study of Engl Lang
ENGL,380,Self-Publishing
ENGL,402,Descriptive English Grammar
ENSU,310,Renewable & Alternative Energy
EOL,541,Supervision of Learning Envir
EOL,548,Poli & Cultural Context of Ed
EOL,568,"Diversity, Leadership & Policy"
EOL,574,Diversity in Higher Education
EPOL,585,Ethnographic Methods in Educ
EPS,411,School and Society
EPS,529,Education and Human Rights
EPS,537,Globalizing Educational Policy
EPSY,490,Prep for Recruitment Counselor
EPSY,553,Global Issues in Learning
EPSY,581,Applied Regression Analysis
ESE,311,Environmental Issues Today
ESE,445,Earth Resources Sustainability
FAA,202,Artsful Teaching through Integ
FIN,446,Real Estate Financial Markets
FIN,461,Financial Intermediation
FIN,490,Entrepreneurship Thru Acquistn
FIN,513,Financial Engineering I
FIN,527,Mergers & Acquisitions Topics
FIN,544,Urban Real Estate Valuation
FIN,546,Real Estate Financial Markets
FIN,551,International Finance
FIN,563,Investment Banking
FIN,567,Financial Risk Management
FIN,580,Data Analytics
FIN,580,Fin Tech
FIN,580,Corporate Finance I & II
FR,418,Language&Minorities in Europe
FSHN,260,Raw Materials for Processing
FSHN,312,Applied Microbiology Methods
FSHN,329,Communication in Nutrition
FSHN,349,Food Service Sanitation
FSHN,398,HM: Professional Issues
FSHN,398,Nutritional Physiology II
FSHN,418,Food Analysis
FSHN,421,Pediatric Clinical Nutrition
FSHN,427,Biochemical Nutrition II
FSHN,460,Food Processing Engineering
FSHN,464,Beverage Science & Technology
FSHN,471,Food & Industrial Microbiology
FSHN,502,Advanced Sensory Science
GCL,144,Stereotypes & Discrimination
GCL,145,Black Music & Social Justice
GEOG,350,Sustainability and the City
GEOG,371,Spatial Analysis
GEOG,380,GIS II: Spatial Prob Solving
GEOG,440,Business Applications of GIS
GEOL,104,Geology of the National Parks
GEOL,111,Emergence of Life
GEOL,440,Sedimentology and Stratigraphy
GER,102,Beginning German II
GER,251,Grimm's Fairy Tales in Context
GER,261,The Holocaust in Context
GLBL,270,Intro Global Markets & Society
GLBL,296,"Water, Hmn Rights & Dev"
GLBL,296,Global & Mass Incarceration
GLBL,296,Gender & Intl Human Rights Law
GLBL,392,Int Diplomacy and Negotiation
GLBL,450,Poverty Interventions and Eval
GS,198,DGS Honors Seminar
GWS,202,Sexualities
GWS,204,Gender in Gaming
HDFS,305,Middle Childhood
HDFS,310,Adult Development
HDFS,322,US Latina and Latino Families
HDFS,408,Hospitalized Children
HDFS,420,Inequality Public Pol & US Fam
HDFS,426,Family Conflict Management
HDFS,444,"LGBT Indiv, Fam & Community"
HIST,101,History Now!
HIST,104,Black Music
HIST,105,Latin America to Independence
HIST,110,History of Africa
HIST,120,East Asian Civilizations
HIST,135,History of Islamic Middle East
HIST,171,US Hist to 1877
HIST,172,US Hist Since 1877
HIST,221,Modern China
HIST,241,History of Ancient Rome
HIST,251,Warfare Milit Insts & Soc
HIST,260,History of Russia
HIST,264,Technology in Western Society
HIST,265,Science in Western Civ
HIST,273,Illinois History
HIST,274,US & World Since 1917
HIST,287,African-American Women
HIST,293,The President and the People
HIST,300,Topics in Film and History
HIST,312,Immigrant America
HIST,334,Modern Palestinian History
HIST,361,Euro Thght & Soc Since 1789
HIST,374,Civil War and Reconstruction
HIST,377,United States since 1932
HIST,381,Urban History
HIST,390,Sport and Society
HIST,397,Sexuality in Modern Europe
HIST,441,The Roman Empire
HORT,107,Introduction to Floral Design
HORT,430,Children and Nature
HRD,530,Organization Development
HRD,535,Consulting in HRD
HRD,585,Program Evaluation
IB,103,Introduction to Plant Biology
IB,202,Physiology
IB,271,Organismal Biology
IB,302,Evolution
IB,329,Animal Behavior
IB,335,Systematics of Plants
IB,361,Ecology and Human Health
IB,420,Plant Physiology
IB,432,Genes and Behavior
IB,435,Critical Eval Herbal Remedies
IB,451,Conservation Biology
IB,453,Community Ecology
IB,483,Insect Pathology
IB,532,Sustainability & Global Change
IB,536,Evolutionary Biology
IE,330,Industrial Quality Control
IE,340,Human Factors
IE,361,Production Planning & Control
IE,370,Stochastic Processes & Applic
IE,413,Simulation
IE,420,Financial Engineering
IE,431,Design for Six Sigma
IE,521,Convex Optimization
IE,525,Numerical Methods in Finance
IE,526,Stochastic Calculus in Finance
IHLT,232,Health Disparities in the U.S.
INFO,102,Little Bits to Big Ideas
INFO,490,Chatbots & Artificial Intel
INFO,490,Makerspace Intro: Open Studio
IS,409,Storytelling
IS,502,Libraries Info and Society
IS,508,Collection Development
IS,516,School Library Media Center
IS,586,Digital Preservation
IS,590,Copyright for Information Prof
IS,590,Comics: Advising Readers
IS,590,E-Learning
JOUR,361,Readings in Sports Journalism
JOUR,453,Crisis Communications
JOUR,460,Broadcast Meteorology
JOUR,460,PHOTOJOURNALISM AND SOCIETY
KIN,103,Indoor Court Activities
KIN,104,Skating Activities
KIN,109,Team Sport Activities
KIN,443,Psychophysiology in Ex & Sport
KIN,494,Physiology of High Performance
LA,221,History of the Prison
LA,222,Islamic Gardens & Architecture
LA,314,History of World Landscapes
LAS,399,Leadership & Prof Development
LAW,302,Transitional Justice
LAW,303,Living the Law
LAW,606,Constitutional Law I
LAW,610,Introduction to Advocacy
LAW,616,Environmental Law and Pol I
LAW,624,Real Estate Finance
LAW,639,Corporate Finance
LAW,644,Copyright Law
LAW,664,Employment Discrimination
LAW,670,Elder Law
LAW,685,Dispute Resolution
LAW,792,Race & Policing
LAW,792,Immigration Law
LAW,792,Advanced Legal Research
LAW,794,Mergers & Acquisitions
LAW,795,International Criminal Law
LER,120,Contemporary Labor Problems
LER,542,Collective Bargaining
LER,567,Negotiation in HR Decisions
LER,568,Firm Performance and HR
LER,569,Power & Influence in HRM
LER,590,Compar Employ Relations System
LER,590,Corporate Social Respon
LER,590,Gov't Reg & Employment Law
LER,590,"Emp Stress, Well-Being & Saf"
LER,590,Gender Issues in Workplace
LER,590,Game Theory & HR Strategy
LER,590,"Infl, Chng & Politics in Org"
LER,590,Negotiation Prin in HR Context
LER,590,Talent Management
LER,590,"Work, Family and Orgnizations"
LING,302,Elements of Phonology
LING,406,Intro to Computational Ling
LING,490,Special Topics in Linguistics
LLS,240,Latina/o Popular Culture
LLS,265,Politics of Hip Hop
LLS,279,Mexican-American History
LLS,343,Criminalization and Punishment
MACS,224,Sportsmedia Technology Culture
MACS,262,Survey of World Cinema II
MACS,323,Video and Audio Postproduction
MACS,496,American Movies of the 1980's
MATH,117,Elementary Mathematics
MATH,234,Calculus for Business I
MATH,402,Non Euclidean Geometry
MATH,403,Euclidean Geometry
MATH,490,Computational Math
MBA,503,Finance I
MBA,503,Data Analytics II
MBA,503,Organization Theory & Design
MBA,503,Strategy
MBA,504,Finance II
MBA,504,Accountancy II
MBA,504,Ethical Leadership
MBA,504,Global Strategy
MCB,246,Human Anatomy & Physiology II
MCB,247,Human Anat & Physiol Lab II
MCB,270,Medical Genetics
MCB,317,Genetics and Genomics
MCB,320,Mechanisms of Human Disease
MCB,402,Sys & Integrative Physiology
MCB,410,"Dev Bio, Stem Cells, Regen Med"
MCB,432,Computing in Molecular Biology
MCB,435,Evolution of InfectiousDisease
MCB,458,Basic Human Pathology
MCB,462,Integrative Neuroscience
MCB,465,Human Metabolic Disease
MCB,480,Eukaryotic Cell Signaling
MCB,493,Epigenetics
MDIA,223,Watching the Environment
MDIA,270,Introduction to Media Sales
MDIA,320,Media Sales Management
MDIA,370,Advanced Media Sales
MDIA,380,21st Century Documentaries
ME,199,Undergraduate Open Seminar
ME,400,Energy Conversion Systems
ME,412,Numerical Thermo-Fluid Mechs
ME,431,Mechanical Component Failure
ME,465,Optics: Theory & Applications
ME,472,Introduction to Tribology
ME,481,Whole-Body Musculoskel Biomech
ME,483,Mechanobiology
ME,498,Bio-Inspired Design
MSE,183,Freshman Materials Laboratory
MSE,206,Mechanics for MatSE
MSE,304,Electronic Properties of Matls
MSE,308,Materials Laboratory II
MSE,395,Materials Design
MSE,402,Kinetic Processes in Materials
MSE,405,Microstructure Determination
MSE,422,Electrical Ceramics
MSE,441,Metals Processing
MSE,450,Polymer Science & Engineering
MSE,453,Plastics Engineering
MSE,458,Polymer Physics
MSE,460,Electronic Materials I
MSE,473,Biomolecular Materials Science
MSE,474,Biomaterials and Nanomedicine
MUS,244,Social Foundations of Music Ed
MUS,250,U of I Symphony Orchestra
MUS,261,Black Chorus
MUS,261,University Mixed Chorus
MUS,263,Men's Glee Club
MUS,314,The History of Music II
MUS,342,Music in Childhood
MUS,400,Counterpoint and Fugue
MUS,408,Analysis of Musical Form
MUS,414,Music & Mental Illness
MUS,434,Assessment/Eval in Music Ed
MUS,450,U of I Symphony Orchestra
MUS,499,Popular Music Production
MUSE,250,The World Through Museums
NPRE,101,Introduction to Energy Sources
NPRE,199,Undergraduate Seminar
NPRE,421,Plasma and Fusion Science
NPRE,441,Radiation Protection
NPRE,447,Radiation Interact w/Matter II
NPRE,455,Neutron Diffusion & Transport
NPRE,458,Design in NPRE
NPRE,470,Fuel Cells & Hydrogen Sources
NPRE,475,Wind Power Systems
NPRE,483,Seminar on Security
NRES,101,Wildlife Conserv 21st Century
NRES,105,Climate Change and Ecosystems
NRES,287,Environment and Society
NRES,325,Natural Resource Policy Mgmt
NRES,407,Wildlife Population Ecology
NRES,420,Restoration Ecology
NRES,421,Quantitative Methods in NRES
NRES,456,Integrative Ecosystem Mgmt
NRES,474,Soil and Water Conservation
NRES,488,Soil Fertility and Fertilizers
NRES,499,NRES 456 Group Project
NUTR,510,Essential Fats and Cholesterol
NUTR,511,Regulation of Metabolism
PHIL,414,Major Recent Philosophers
PHIL,426,Metaphysics
PHIL,438,Philosophy of Language
PHYS,123,Physics Made Easy
PHYS,280,Nuclear Weapons & Arms Control
PHYS,398,Soph/Junr Special Topics Phys
PHYS,403,Modern Experimental Physics
PHYS,470,Subatomic Physics
PHYS,498,Special Topics in Physics
PHYS,504,Statistical Physics
PHYS,513,Quantum Optics & Information
PHYS,560,Condensed Matter Physics I
PLPA,204,Introductory Plant Pathology
POL,115,Intro to Polish Culture
PS,191,Civic Careers
PS,231,Strategic Models
PS,282,Governing Globalization
PS,283,Intro to Intl Security
PS,300,Terrorism
PS,318,Interests Grps & Soc Movements
PS,343,Gov & Pol of China
PS,377,Justice in the Law
PS,385,Politics of the European Union
PS,386,International Law
PSYC,207,Psych of Prejudice & Discrim
PSYC,302,Applied Neuroscience
PSYC,308,Psych Religion & Spirituality
PSYC,318,Psych of the Infant
PSYC,327,Psychology of Human Sexuality
PSYC,328,Psychology of Gender
PSYC,332,Social Psych Methods Lab
PSYC,361,The Psychology of Aging
PSYC,365,"Stress, Trauma and Resilience"
PSYC,379,Clinical/Abnormal Psych Lab
PSYC,404,Cognitive Neuroscience
PSYC,413,Psychopharmacology
PSYC,445,Cognitive Neuroscience Lab
PSYC,455,Organizational Psych
PSYC,465,Personality and Soc Dev
PSYC,496,IntroCounselingParaprofessProg
PSYC,496,Schizotypy & Schizophrenia
PSYC,507,Statistical Methods II
REHB,435,Work and Disability
REL,109,Religion & Society in West II
REL,132,Zen
REL,208,Cultures & Lits of South Asia
REL,235,History of Religion in America
REL,287,Introduction to Buddhism
RST,120,"Parks, Recreation, Environment"
RST,199,Coaching Wheelchair Bsktbll
RST,199,Tech Innovations For the Exper
RST,199,Disability in RST
RST,199,Sport Brand Management
RST,199,Sport & Sustainability
RST,240,Finance in RST
RST,360,Communication in RST
RST,393,Event Implementation and Eval
RUSS,323,Tolstoy
SBC,504,Managing Projects & Teams
SBC,506,Measurement and Evaluation
SCAN,225,Vikings to Volvos: Scandinavia
SE,101,Engineering Graphics & Design
SE,311,Engineering Design Analysis
SE,312,Instrumentation and Test Lab
SE,422,Robot Dynamics and Control
SE,423,Mechatronics
SE,424,State Space Design for Control
SHS,200,General Phonetics
SHS,240,Intro Sound & Hearing Science
SHS,271,Communication and Aging
SHS,301,General Speech Science
SHS,321,American Sign Language III
SHS,352,Hearing Health and Society
SHS,380,Comm Competence and Disorders
SHS,385,Evidence-Based Practice in CSD
SHS,427,Language and the Brain
SHS,473,Augmentative & Alt Comm
SHS,571,Clinical Sociolinguistics
SHS,576,School Intrnshp Spch-Lang Path
SHS,593,Inf Feeding / Craniofacial Dif
SOC,196,Issues in Sociology
SOC,274,"Health, Illness and Society"
SOC,350,Technology and Society
SOC,375,Criminal Justice System
SOC,396,Topics in Sociology
SOC,470,Social Movements
SOC,479,Law and Society
SOCW,321,Social Entre & Social Change
SOCW,417,Dementia Care for Older Adults
SOCW,470,Field Prac & Prof Seminar II
SOCW,500,SW Practice with Indiv and Fam
SOCW,503,Trauma Informed SW w/ Children
SOCW,507,School Social Work Practice
SOCW,508,Family Therapy Seminar
SOCW,515,Intg Health Care Pol and Svcs
SOCW,516,"Child, Youth and Family Svcs"
SOCW,519,Public School Policy/Services
SOCW,526,Managing Human Service Orgs
SOCW,553,Integrated Behav. Health & HC
SPAN,130,Intermediate Spanish
SPAN,208,Oral Spanish
SPAN,228,Spanish Composition
SPAN,252,Intro to Hispanic Linguistics
SPAN,303,The Sounds of Spanish
SPED,312,Intro to Ed Technology
SPED,322,Intro Intellectual Disability
SPED,426,Collaboration and Teaming
SPED,448,Curriculum Development III
STAT,408,Actuarial Statistics I
STAT,424,Analysis of Variance
STAT,426,Sampling and Categorical Data
STAT,430,MachineLearning Financial Data
STAT,431,Applied Bayesian Analysis
STAT,511,Mathematical Statistics II
STAT,578,Stat Learning in Data Science
TAM,252,Solid Mechanics Design
TAM,412,Intermediate Dynamics
TAM,445,Continuum Mechanics
TAM,542,Mathematical Methods II
TE,401,Develop Breakthrough Projects
TE,450,"Startups:Inc,Fund,Contracts,IP"
TE,460,Lect in Engrg Entrepreneurship
TE,566,Finance for Engineering Mgmt
THEA,103,Survey of Theatre Production
THEA,175,Fundamentals of Acting II
THEA,361,History of Theatre II
THEA,400,Practicum IV
THEA,450,Management Seminar
TSM,234,"Wiring, Motors and Control Sys"
TSM,262,Off-Road Equipment Management
TSM,363,Fluid Power Systems
TSM,371,Residential Housing Design
TSM,381,Grain Drying & Storage Systems
TSM,464,Engine and Tractor Power
UP,185,Cities in a Global Perspective
UP,201,Planning in Action
UP,204,Chicago: Planning & Urban Life
UP,205,Ecology & Env Sustainability
UP,316,Urban Informatics II
UP,345,Economic Development Planning
UP,406,Urban Ecology
UP,466,"Energy, Plng & Blt Environment"
UP,475,Real Estate Dev. Fundamentals
UP,494,Public Transportation Planning
UP,505,Urban and Regional Analysis
UP,510,Plan Making
VM,603,Structure and Function II
VM,604,Structure and Function III
VM,608,Pathobiology III
VM,611,Medicine and Surgery III
ACCY,593,Special Research Problems
ACCY,593,Prof Soft Skills I
AFST,222,Introduction to Modern Africa
ARTD,209,Chado (The Way of Tea)
BADM,501,Introduction to Business
BADM,588,Business Practice Immersion
BADM,590,DataToolKit:DataMod&PredAnalyt
BADM,590,Digital Marketing Analytics
BADM,590,IntroBusAnalytics:CommWithData
BADM,590,Global Impact:CulPsych&BusEth
BADM,590,Fostering Creative Thinking
CS,498,Data Visualiztion
ECON,529,Macroeconomics for Business
EIL,460,Principles of Language Testing
EPS,405,Historical & Social Barriers
EPS,413,Aesthetic Education
EPS,415,Technology &Educational Reform
EPS,500,Essentials of the Ed Doctorate
FIN,580,Advanced Corporate Finance
FSHN,595,Nutrition for Health & Fitness
HRD,572,e-Learning Ecologies
IB,364,Genomics and Human Health
IB,533,Human Genome & Bioinformatics
IS,590,Social Justice in Youth Lit
LER,545,Economics of Human Resources
LER,590,Fundamentals of Business & Man
MUS,132,History of Rock
PS,224,Politics of the National Parks
PS,305,The US Supreme Court
SBC,509,Strategic Media Management
SHS,577,Advanced Practicum in SHS
SOC,161,Introduction to Poverty
SOCW,502,Brief Mot Interventions SU
SOCW,531,Field Practicum and Seminar I
SPAN,101,Elementary Spanish I
SPAN,141,Intro to Spanish Grammar
CS,199,Elements of Game Design
SPAN,142,Spanish in the Professions
AAS,105,Intro to Arab Am Studies
AAS,211,Asian Americans and the Arts
ABE,466,Engineering Off-Road Vehicles
ACCY,504,Auditing
ACE,335,Food Marketing and Behavior
ACE,499,"Audit of Sm, Med, & Ag Bus"
AFRO,228,Hip Hop Music: History&Culture
AGED,280,Training Needs Assessment
ANSC,370,Companion Animal Policy
ANSC,398,Off-Campus Internship
ANSC,398,CC Humane Society Internship
ANTH,230,Sociocultural Anthropology
ANTH,368,'America' in the World
ANTH,372,Digital Domain Anth Sci & Tech
ARCH,351,Statics & Dynamics
ARCH,410,Ancient Egyptian & Greek Arch
ARCH,412,Medieval Architecture
ARCH,417,Twentieth-Century Architecture
ARCH,423,Soc/Beh Factors for Design
ARCH,490,"Env, Arch and Global Health"
ART,105,Visual Design for Non-Majors
ARTD,101,Intro to Industrial Design
ARTD,201,Industrial Design I
ARTD,218,Intro to Web Technologies
ARTD,230,Design Thinking/Need-Finding
ARTD,420,Disability Design
ARTF,102,Observational Drawing
ARTH,110,Intro History of Art & Visual
ARTH,231,Northern Renaissance Art
ARTH,403,Word and Image in Chinese Art
ARTS,251,Beginning Painting
ASRM,199,Intro to Actuarial Science
ASRM,469,Casualty Actuarial Mathematics
ASRM,510,Financial Mathematics
BADM,528,Promotional Strategy
BADM,553,Ethical Dilemmas in Business
BADM,590,Global Strategy
BADM,590,Digital Media & Marketing
BADM,590,Marketing in an Analog World
BADM,590,IntroToBusAnalytics:Com w/Data
BADM,590,Entrep: From Startup to Growth
BADM,590,Economics of Organizations
BADM,595,Business Fundamentals
BIOC,460,Biochemistry Senior Seminar
BIOE,100,BIOE Freshman Seminar
BIOE,220,Bioenergetics
BIOE,303,Quantitative Physiology Lab
CEE,406,Pavement Design I
CEE,408,Railroad Transportation Engrg
CEE,409,Railroad Track Engineering
CEE,416,Traffic Capacity Analysis
CEE,443,"Env Eng Principles, Chemical"
CEE,498,Construction Safety
CEE,498,Wind Engineering
CEE,509,Transportation Soils
CEE,525,Construction Case Studies
CHBE,457,Microelectronics Processing
CHBE,494,Polymer Rheology
CHBE,551,Chemical Kinetics & Catalysis
CHP,199,Special Topics:Honors Uncommon
CLCV,120,The Classical Tradition
CLCV,220,North Africa
CMN,210,Public Comm in Everyday Life
CMN,310,The Rhetorical Tradition
CMN,396,Org Comm & Diversity
CMN,413,Adv Small Group Communication
CPSC,415,Bioenergy Crops
CPSC,437,Principles of Agroecology
CPSC,541,Regression Analysis
CS,199,Real World Cases Scient Comput
CS,419,Production Computer Graphics
CS,498,Digital Forensics
CS,498,Introduction to Deep Learning
CS,498,Experimental Methods for HCI
CS,548,Models of Cognitive Processes
CS,563,Advanced Computer Security
CS,598,Lang/Abst f High-Perf Sci Comp
CS,598,Deep Learning
CS,598,Machine Lrning Computation Bio
CS,598,Social Spaces on the Internet
CS,598,Statistical Reinforcement
CS,598,HCI for ML
CS,598,Realiablity of Cloud-Scale Sys
CWL,151,Dystopian Fiction
DANC,201,Yoga Practicum
DANC,266,Intermediate Ballet Tech Core
DANC,366,Int/Adv Ballet Tech Core
ECE,398,Making Sense of Big Data
ECE,435,Computer Networking Laboratory
ECE,455,Optical Electronics
ECE,480,Magnetic Resonance Imaging
ECE,488,Compound Semicond & Devices
ECE,498,eCrime & Internet Serv Abuse
ECE,520,EM Waves & Radiating Systems
ECE,527,System-On-Chip Design
ECE,541,Computer Systems Analysis
ECE,581,Advanced Analog IC Design
ECON,490,Brazilian Economic Policy
ECON,530,Microeconomic Theory I
ECON,590,Applied Microeconometrics I
ECON,590,Topics in Labor Economics
ECON,590,Applied Econometrics for Micro
ENG,198,Inspiring Interacting Informin
ENG,198,Technical Communication
ENG,198,First-Year Women Engineers
ENG,198,Grand Challenges
ENG,198,IEFX Projects 1
ENG,198,Strategies for Intl Developmnt
ENG,199,MEP Mentoring
ENG,199,Minorities Interested in Eng
ENG,298,Women & Ideas in Engineering
ENGL,121,Introduction to Comics
ENGL,216,Legends of King Arthur
ENGL,272,Minority Images in Amer Film
ENGL,300,U.S. WOMEN MODERNISTS
ENGL,300,Screen Adaptations
ENGL,300,Literature of War
ENGL,373,Sexuality and Cinema
EPS,536,"Race, Gender & Sexuality Issu"
ESE,320,"Water Planet, Water Crisis"
ESE,486,Environmental Consulting
FAA,220,Introduction to Fashion
FIN,545,Real Estate Investment
FIN,568,Behavioral Finance
FIN,580,Econ Market Fundamentals
FIN,580,Practicum
FR,104,Intermediate French II
FR,156,Exploring Paris
FSHN,343,Foundations in Beverage Mgmt
FSHN,398,Nutritional Physiology I
FSHN,469,Package Engineering
GCL,148,Cultures of Disability
GEOG,105,The Digital Earth
GEOG,106,Geographies of Globalization
GEOG,465,Transportation &Sustainability
GEOG,466,Environmental Policy
GEOG,468,Biological Modeling
GEOG,471,Recent Trends in Geog Thought
GEOG,479,CyberGIS
GEOL,470,Introduction to Hydrogeology
GER,211,Conversation and Writing I
GWS,335,"Film, TV, and Gender"
HIST,106,Modern Latin America
HIST,130,History of South Asia
HIST,164,The Automobile
HIST,203,Reacting to the Past
HIST,205,LatAm Hist: Primary Accounts
HIST,212,History of Eastern Africa
HIST,220,Traditional China
HIST,253,Enlightenment to Existentialsm
HIST,256,Britain and World Since 1688
HIST,271,Nineteenth Century America
HIST,285,US Gender History to 1877
HIST,300,Between China and the World
HIST,335,Middle East 1566-1914
HIST,352,Europe in the World
HIST,357,Modern France
HIST,365,Fict & Historical Imagination
HIST,373,Origins of the Civil War
HIST,380,US in an Age of Empire
HIST,390,Integration & American Sports
HIST,392,The 1960s in the U.S.
HIST,394,Hidden Political Figures
HIST,440,Roman Republic to 44 B C
HORT,301,Woody Landscape Plants
HRD,411,Training System Design
IB,431,Behavioral Ecology
IB,463,Ichthyology
IB,472,Plant Molecular Biology
IB,534,Evolution and Medicine
IE,410,Stochastic Processes & Applic
IE,430,Economic Found of Quality Syst
IE,498,Cmpting for ISE
INFO,403,Game Design: Virtual Worlds
IS,403,Lit and Resources Children
IS,507,Intr to Bibliographic Metadata
IS,540,Applied Business Research
IS,581,Adm and Use Archival Materials
IS,590,Introduction to Artists Books
IS,590,Business Analytics
IS,590,Data Warehousing and BI
JAPN,201,Elementary Japanese I
JOUR,199,Sports Journalism Today
JOUR,460,Trumpaganda
JS,355,Soviet Jewish History
KIN,160,Introduction to Kinesiology
KIN,460,Technology & Pedagogical KINES
KIN,494,Phys Act & Diverse Populations
KOR,201,Elementary Korean I
LA,342,Site Engineering
LA,370,Environmental Sustainability
LAS,101,Freshman Seminar
LAS,292,Global Perspectives-Abroad
LAW,629,Bankruptcy
LAW,642,Antitrust Law
LAW,643,Trademark & Unfair Competition
LAW,656,International Law
LAW,679,Criminal Proc: Adjudication
LAW,792,1st & 14th Amendment
LER,562,HR Planning and Staffing
LER,566,International HR Management
LER,590,Career Management
LER,590,HR Data Analytics
LER,590,"Tech, Innovation & Future Work"
LER,590,Workforce Policies & Partnersh
MACS,199,The Entertainment Industry
MACS,199,Smart Phone Cinema
MACS,389,International Communications
MATH,423,Differential Geometry
MATH,580,Combinatorial Mathematics
MDIA,199,Transfer Orientation
ME,410,Intermediate Gas Dynamics
ME,498,Mfg Data and Quality Systems
MSE,396,Introduction to Research
MSE,443,Design of Engineering Alloys
MSE,485,Atomic Scale Simulations
MSE,489,Matl Select for Sustainability
MSE,584,Point and Line Defects
MUS,103,Theory for Non-Music Majors
MUS,250,Philharmonia Orchestra
MUS,262,Women's Glee Club
MUS,272,University Band
MUS,408,First Half of 20th Century
MUS,418,Music of the Lusophone World
MUS,439,Differentiating Music Instrctn
MUS,464,Jazz History I
MUS,501,Western Music before 1750
NRES,302,Dendrology
NRES,418,Wetland Ecology & Management
NRES,429,Aquatic Ecosystem Conservation
NRES,465,Landscape Ecology
NRES,593,Statistical Methods in Ecology
NUTR,510,Contemp Iss in Food Anim Prod
PHIL,210,Ethics
PHIL,425,Philosophy of Mind
PHIL,430,Theory of Knowledge
PHYS,404,Electronic Circuits
PHYS,419,"Space, Time, and Matter-ACP"
PHYS,508,Mathematical Physics I
PHYS,596,Graduate Physics Orientation
PS,152,The New Middle East
PS,312,Politics and the Media
PS,322,Law and Public Policy
PS,323,Law and Representation
PSYC,103,Intro Experimental Psych
PSYC,336,Self In Virtual Communities
PSYC,336,Stress and Health
PSYC,336,Stress&Resilency in Childhood
PSYC,396,Intelligence and the Brain
PSYC,396,The Psychology of Politics
PSYC,396,Social Neuroscience
