Subject,Number,Course Title
EALC,306,Japan Lit in Translation II
ECE,110,Intro Elec & Computer Engrg
ECE,198,Intro to Computer Engineering
ECE,198,Computer Engineering II
ECE,290,Computer Engineering I
ECE,298,Digital System Design Lab
ECE,403,Audio Engineering
ECE,561,Detection & Estimation Theory
ECE,576,Power System Dynm & Stability
ECON,490,Economics at the Movies
ECON,490,Topics International Finance
ECON,490,Topics in Game Theory
ECON,502,Microeconomic Theory I
ECON,505,Macroeconomic Theory II
ECON,522,International Financial Econ
ECON,563,Monetary Theory
ECON,567,Microeconomics for Business
ENGL,248,"Brit, Amer & Contin Fiction"
ENGL,260,Afro-American Literature II
ENGL,274,Contemporary Classics
ENGL,280,The Fallen Woman
ENGL,300,American Women Modernists
ENGL,300,Science Fiction
ENGL,300,New Racial Subjectivities
ENGL,455,Joyce & Textual Excess
ENGL,455,The Coen Brothers
ENGL,481,Comp Theory and Practice
EOL,546,Public School Finance
EOL,571,Foundation of Higher Edu
EPS,590,Advanced Graduate Seminar
ESE,497,Field Expedition to Costa Rica
FIN,432,Managing Fin Risk for Insurers
FIN,561,Financial Intermediation
FIN,580,Domestic Environmental Policy
FIN,580,Government Insurance Programs
FIN,580,Inter. Environmental Policy
FIN,580,Investment Management
FIN,580,Individual Tax Policy
FIN,580,Real Estate Financial Markets
FIN,580,Strategic Thinking
FSHN,340,Food Production and Service
FSHN,344,Business Etiquette
FSHN,573,Advanced Food Microbiology
GEOG,379,Introduction to GIS
GEOG,479,Advanced Geog Info Systems
GER,205,Germany and Europe
GLBL,199,Europe in Trouble
GLBL,296,International Human Rights
GLBL,296,Economic Inequality & Democrat
GLBL,296,Current Conflict Mexico/US Bdr
GWS,325,Lesbian/Queer Media Cultures
HIST,277,US Native Americans to 1850
HIST,337,Middle East in 20th Century
HIST,346,The Age of the Renaissance
HIST,396,The Irish in Ireland and Amer
HIST,410,Decolonization in Africa
HIST,446,Early Modern British Isles
IB,363,Plants and Their Uses
INFO,103,Introduction to Programming
ITAL,413,Dante
JOUR,405,History of American Journalism
JOUR,411,Media Law
KIN,125,Intro Kines & Community Health
KOR,222,Korean Reading and Writing II
LA,343,Landscape Construction
LAW,636,Business Associations II
LAW,651,Tax Exempt Organizations
LAW,792,Civil Procedure for LLMs
LAW,796,Globalization
LAW,796,Comparative Labor Law
IS,590,Higher Educ and Info Prof'ls
MACS,199,A World of Death and Blood
MACS,395,Movie Spectacle
MBA,505,Legal Aspects of Mgmt Decision
MBA,505,Program Management
MBA,505,Sustainable Bus Enterprises
MDIA,390,21st Century Documentaries
ME,501,Combustion Fundamentals
MSE,472,Biomaterials Laboratory
MUS,250,University Orchestra
MUS,439,Diversity in Music Classrooms
MUS,499,Proseminar in Music
MUS,502,Graduate Theory Review
MUS,524,Sem in Wrks of Select Composer
NRES,199,Watching the Environment
NRES,425,Natural Resources Law & Policy
NRES,598,Practical Stat Analysis with R
PS,200,Foundations of Pol Sci
PS,300,Bureaucratic Politics
PS,329,Immigration & Citizenship
PS,351,Gov & Pol Post-Soviet States
PS,381,International Conflict - ACP
PS,395,International Organization
PSYC,332,Lab Meth in Soc Psych
PSYC,351,Thinking and Reasoning
PSYC,363,Developmental Psych Lab
PSYC,379,Clinical Psychology Lab
PSYC,396,"Power, Status and Influence"
PSYC,484,Ethical Practice of Statistics
PSYC,588,Covar Struct and Factor Models
RHET,233,Principles of Composition
RLST,403,Women in Muslim Societies
RST,100,Society and Leisure
RST,101,Orientation to Leisure Studies
RST,110,Leisure Service Delivery
RST,200,Leadership in Leisure Services
RST,340,Leisure & Facility Management
RST,420,HRM in Leisure Organizations
RST,429,Contemporary Issues in Leisure
SCR,115,South Slavic Cultures
SHS,593,Dementia & Assoc Comm Dis
SOC,122,Africa in World Perspective
SOC,261,Gender Transnatl Perspective
SOC,485,Intermediate Social Statistics
SOCW,521,Leadership and Social Change
SOCW,553,HBSE II: Health and Rehab
SWAH,202,Elementary Swahili II
TAM,302,Engineering Design Principles
THEA,218,Intro to Social Issues Theatre
TRST,410,Translation Theory & Practice
TSM,199,Intro to Bioenergy Systems
TSM,199,Basics of CAD
UKR,113,Ukrainian Culture
UP,116,Analytical Planning Methods
BADM,590,Introduction to Business
CMN,396,Media & Youth Culture
ECON,568,Macroeconomics for Business
EPSY,590,Global Issues in Lrn & Pedago
EPSY,590,Advanced Seminar in Educ Psyc
HRD,470,Design of Learning Systems
IS,445,Info Books & Resources Youth
RST,199,Sales and Promotion in RST
ACE,255,Econ of US Rural Poverty & Dev
ACE,398,Contemp Issues Financial Plng
ACES,409,Bioenergy Systems
ADV,481,Advertising Research Methods
AE,199,CAD
AIS,275,Am Indian and Indigenous Film
ANSC,109,Meat Pricing and Preparation
ANTH,225,Women in Prehistory
ANTH,399,Youth and Culture
ANTH,437,Primate Behav Endocrinology
ANTH,449,North American Archeology
ART,299,Drawing for Non-Majors
ARTD,217,Introduction to Graphic Design
ARTD,225,Design Drawing I
ARTD,226,Product Innovation
ARTD,310,Intermediate Graphic Design I
ARTD,410,Advanced Graphic Design I
ARTD,445,Visiting Lecture Design Series
ARTH,111,Ancient to Medieval Art
ARTH,114,Introduction to East Asian Art
ARTH,299,Sacred Arts of Africa
ARTS,251,Painting I
ATMS,491,Computational Tech in Atmos Sc
ATMS,491,Applied Meteorology
AVI,101,Private Pilot I
AVI,497,Special Topics in Aviation
BADM,520,Marketing Strategy
BADM,532,Sust Products for Subsistence
BADM,583,Intl Corporate Governance
BADM,590,Art & Practice of Solv Bus Pro
BADM,590,Consulting Part B
BADM,590,Business Simulation
BIOE,498,Intro BioControl Systems
CEE,498,Geographic Information Systems
CEE,498,High Speed Rail Engineering
CEE,576,Nonlinear Finite Elements
CEE,585,Deep Foundations
CEE,598,In Situ Tsting & Field Instrum
CEE,598,Sustainable Urban Systems
CHBE,456,Polymer Science & Engineering
CHEM,460,Green Chemistry
CHLH,594,Cultural Competence
CMN,375,Hitchcock in America
CMN,496,CultureIndustry & Econ Crisis
CMN,496,Communication & Culture
CMN,496,Argumentation Design &Analysis
CS,422,Programming Language Design
CS,498,Socio-Computer Interaction
CS,573,Algorithms
DANC,120,Tap Dance I
DANC,160,Beginning Modern Tech Core
DANC,310,Hip Hop
ECE,190,Intro to Computing Systems
ECE,462,Logic Design
ECE,510,Micro and Nanolithography
ECE,532,Compnd Semicond & Diode Lasers
ECE,580,Optimiz by Vector Space Methds
ECE,586,Hybrid Systems and Control
EIL,489,Theoretical Foundations of SLA
ENG,198,Aspirations to Leadership
ENG,198,Renaissance Engineer B
ENG,298,User-Oriented Collab Design
ENG,315,Learning in Community
ENG,567,Venture Funded Startups
ENG,598,Applied Project Mgmt for LINC
ENGL,102,Intro to Drama
ENGL,274,Murder as a Fine Art
ENGL,300,Lyric Poetry
ENGL,300,Tales of Economic Disaster
ENGL,300,Creative Nonfiction as Lit
ENGL,403,History of the English Lang
ENGL,455,Woody Allen
ENGL,465,Shakespeare & Contemporaries
EPSY,203,Social Issues Group Dialogues
EPSY,203,Men/Women Dialogue
EPSY,236,Child Dev For Elemen Teachers
EPSY,470,Intro to Evaluation Theory
EPSY,577,Foundations of Qual Methods
EURO,501,EU Institutions and Governance
FIN,390,Finance Academy
FIN,425,Private Equity/Venture Capital
FIN,434,Employee Benefit Plans
FIN,580,Business Tax Policy
FIN,580,Health Care Policy
FIN,580,Retirement Policy
FSHN,131,Introductory Food Laboratory
FSHN,595,Flavor Chemistry
GE,161,Business Side of Engineering
GEOG,101,Geog of Developing Countries
GEOL,452,Introduction to Geophysics
GER,420,German Cultural History
GLBL,296,Understanding Natural Res.....
GLBL,296,Technology and Social Mvmts
HIST,314,Material Culture
HIST,343,Technology & Sport
HIST,376,Soc History Indus Am from 1918
HRE,490,Issues and Developments in HRE
HRE,495,Capstone II
HRE,532,Strategic HRD
HRE,533,Management of HRD
IB,107,"Global Warming, Biofuels, Food"
IB,443,Evolutionary Ecology
INFO,490,An Introduction to Game Design
JAPN,203,Intermediate Japanese I
KIN,494,Nutr for Sport and Exercise
KIN,494,Case Study: The Endless Summer
LA,218,S Asian Cultural Landscapes
LA,335,Community & Open Space Studio
LAW,676,Insurance Law
LAW,792,Oil and Gas Law I
LAW,796,Contracts(LLMs)
LAW,796,Comparative Law
LLS,301,19thC US Latina/o Lit-ACP
MACS,331,Media and Democracy
MACS,364,Topics in Media Business
MACS,375,Latina/o Media in the US
MATH,292,Vector Calculus Supplement
MBA,501,Foundations of Bus I- ACC
MBA,501,Foundations of Bus I-DA
MBA,501,Foundations of Business I-ECON
MBA,501,Foundations of Bus I-ECON
MBA,501,Foundations of Bus I-LPO
MBA,501,Foundations of Business I-LPO
MBA,501,Foundations of Bus I-MKT
MBA,502,Foundations of Bus II-ACC
MBA,502,Foundations of Bus II-COMM
MBA,502,Foundations of Bus II-MKT
MBA,502,Foundations of Bus II-MSP
MBA,502,Foundations of Bus II-OTD
MCB,199,MCB Merit Workshop
MUS,101,Music Theory and Practice I
MUS,272,Concert Band
MUS,333,Adv Conducting/Tch Strats-Orch
MUS,411,Genre Studies in Musicology
MUS,418,Regional Studies in Musicology
MUS,560,String Instrument Literature
NPRE,498,Monte Carlo Simulation
PHYS,514,Modern Atomic Physics
PS,356,Comparative Political Economy
PS,379,Intl Rel & Domestic Politics
PS,525,Formal Theory I: Game Theory
PSYC,333,Soc Psych in Nat Settings
PSYC,370,Understanding Suicide
PSYC,396,False Memory
PSYC,410,Hate Crimes
PSYC,456,Human Perform & Engrg Psych
PSYC,530,Found of Ind Org Psych
RLST,106,Archaeology and the Bible
RLST,223,Qur'an Structure and Exegesis
RLST,231,Religion and Philosophy
RST,199,Undergraduate Open Seminar
RST,199,Play Across the Lifespan
RST,518,Event Management
SCAN,225,Vikings & Volvos: Scan Culture
SOC,367,Globalization Dynamics Debates
SOCW,397,Asian Families in America
SPED,199,Literacy
SPED,461,Augmentative Communication
TE,298,Introduction to Innovation A
TE,298,Introduction to Innovation B
TE,298,Introduction to Innovation C
TE,298,Introduction to Innovation D
TRST,407,Terminology and CAT
UP,423,Intro International Planning
VCM,649,Avian Medicine and Surgery
ABE,456,Land & Water Resources Engrg
ADV,300,Introduction to Advertising
ADV,412,Advertising History
ADV,450,Content Creation
ADV,490,Digital Advertising
ADV,493,Advertising and Society
ADV,581,Quanti Research Methods in Adv
ADV,588,Graduate Seminar II
AFRO,381,Black Women and Film
AGED,100,Intro to Ag & Leadership Ed
ANTH,157,The Archaeology of Illinois
ANTH,278,Climate Change & Civilization
ARCH,409,Special Topics in French Arch
ARCH,554,Adv Steel Design
ART,299,Painting for Non-Majors
ART,299,Fashion Design
ARTD,299,Spec Topics in Design Courses
ARTD,326,Sustainable Product Design
ARTD,411,Advanced Graphic Design II
ARTD,445,Seminar in Design
ARTD,499,Mining the University
ARTD,499,Special Topics in Design
ARTH,222,Medieval Art
ARTS,351,Intermediate Studio II
ARTS,451,Advanced Studio II
AVI,384,Jet Aircraft System and Ops I
BADM,199,Undergraduate Open Seminar
BADM,351,E-Business Management
BADM,395,Foundations of Entrep.
BADM,590,International Study
BIOE,298,Bioenergetics
BIOE,298,Signals & Systems in BIOE
BIOE,398,Comp Tools For Bio Data
BIOE,507,Advanced Bioinstrumentation
BIOE,598,Quantitative Biotechnology
CEE,540,Remediation Design
CHLH,550,Health Policy: United States
CHLH,594,Principles of Epidemiology
CI,509,Curriculum Research
CI,522,Arts in EC: Curr in Context
CLCV,206,Classical Allusions in Cinema
CMN,112,Oral & Written Comm II
CMN,361,Oral Narr: Social Use of Story
CMN,375,Popular Media and Culture
CMN,396,Current Trends in Mass Comm
CMN,450,Adv Topics in Public Discourse
CMN,496,Adv Topics in Communication
CMN,496,Hlth Cpgns Making a Difference
CMN,496,"Culture, Industry & Econ Crisi"
CMN,496,Risk Communication
CMN,496,Gender and Performance
CS,498,Intro to Parallel Programming
CS,498,Art and Science of Web Progrm
CWL,242,Lit Europe and the Americas II
DANC,105,Jazz 1
DANC,360,Int/Adv Modern Tech Core
EALC,398,Colloquium in EALC
ECE,101,Exploring Digital Info Technol
ECE,553,Optimum Control Systems
ECON,490,Behavioral Economics
ECON,490,Economics of Risk
ECON,507,Econometric Analysis
ECON,550,Econ of Development and Growth
ENG,198,MATLAB & Excel Essentials
ENG,491,Interdisciplinary Design Proj
ENGL,208,Victorian Lit and Culture
ENGL,256,Survey of American Lit II
ENGL,274,Serial Vampire
ENGL,281,Feminist British Novel
ENGL,300,Rise of the Graphic Novel
ENGL,300,American Film Genres
ENGL,301,Critical Approaches to Lit
ENGL,325,The Queer 80's
ENGL,373,The Disney Phenomenon
ENGL,380,Language and the Law
ENGL,423,Milton
ENGL,442,British Lit Since 1930
ENGL,452,American Lit 1945-Present
ENGL,455,Edith Wharton
ENGL,455,Jane Austen
ENGL,475,"Lit, Video Games & Zombies"
EOL,546,Educational Finance
EPSY,471,Intro to Evaluation Methods
ESE,497,Sustainable Organizations
EURO,199,Europe in Trouble
FIN,451,Intl Financial Markets
FIN,580,Enterprise Risk Management
FIN,580,Hedge Funds
FIN,580,Entrepreneurship and VC
FIN,580,Real Estate Investmnt Analysis
FR,435,French Civilization I
GEOG,481,Intl Environ Cooperation
GER,250,Grimms' Fairy Tales in Context
GLBL,200,Foundations of Research
GLBL,296,Global Politics of African ...
GLBL,296,Non-Western Wars and their ...
GLBL,296,Multinational Corporations:
GLBL,296,Moral Philosophy & Immigration
GLBL,296,Intl Humanitarian Intervention
GWS,333,Memoir & Autobiography
HIST,222,Chinese Thght Confucius to Mao
HIST,278,US Native Americans Since 1850
HIST,350,19thC Romanticism & Politics
HIST,461,Russia- Peter the Great to Rev
HRE,401,Training in Business/Industry
HRE,490,Analyzing Work for HRD
IB,405,Ecological Genetics
IB,433,Comparative Vertebrate Anatomy
IE,431,Quality Engineering
JOUR,411,Law and Communications
LA,234,Site Design Studio
LA,270,Behavioral Factors in Design
LA,281,Design Communications II
LA,590,Directed Research
LAW,620,Health Law Policy
LAW,635,Securities Litigation
LAW,792,Collective Bargaining in Sport
LAW,792,Energy & Nat Res Trans
LAW,792,Law & Sexuality
LAW,794,Business Strategy
LAW,796,Int'l Commercial Arbitration
LER,200,Globalization and Workers
LER,320,"Gender, Race, Class and Work"
IS,490,Museum Informatics
IS,590,Library and Museum Exhibitions
LLS,387,"Race, Gender and the Body"
MACS,395,Contemporary Cinema
MATH,290,Symbolic Computation Lab
MATH,525,Topology
MATH,530,Algebraic Number Theory
MBA,503,Managing People&Organizations
MCB,410,Developmental Biology
MSE,398,Undergraduate Research
MSE,445,Corrosion of Metals
MUS,208,Aural Skills IV
MUS,270,Harding Symphonic Band
NRES,199,Wild Animal Planet
NS,102,Sea Power and Maritime Affairs
PHYS,475,Biological Physics
PS,180,IntroPolitics of Globalization
PS,199,State and Local Politics
PS,300,Environ Chges & the Midwest
PS,300,Future Politics
PS,300,Democracy and Peace
PS,313,Congress and Foreign Policy
PS,382,Intl Political Economy
PSYC,358,Human Factors
PSYC,496,Adolescent Development
PSYC,496,"Emotion, Cognition & The Brain"
REHB,435,Job Placement Techniques
RHET,105,Principles of Composition
RHET,243,Inter Expository Writing
RLST,203,History of the Bible
RLST,260,Mystic and Saints in Islam
RSOC,110,Intro to Rural Society
SCAN,492,New Scandinavian Cinema
SOC,199,Undergraduate Open Seminar
SOCW,380,Current Topics in Social Work
SOCW,504,Substance Abuse Trt in S W
UP,446,Sustainable Planning Seminar
AGCM,270,Sales Communications
CMN,396,Personal Relationships &Techno
ECON,490,Economics of Sports
ENG,451,Success in the Workplace
IS,590,Cataloging for School Libs
IS,590,Web Design Construct Organizs
MUS,415,Music and Media
SOCW,525,Supervision/Staff Development
ABE,361,Off-Road Machine Design
ABE,501,Graduate Research I
ADV,490,Psychology of Advertising
ADV,550,Foundations of Advertising
ADV,580,Advertising Theory
ADV,582,Qualitative Rsrch in Advert
AFRO,199,"100 Strong: Acad, Ldrshp & Com"
AFRO,342,Black Men and Masculinities
AIS,140,Native Religious Traditions
ANSC,437,Adv Reproductive Management
ARAB,201,Elementary Standard Arabic I
ARCH,373,Arch Design and the Landscape
ART,299,Special Topics in Art
ARTD,216,Introduction to Image Making
ARTF,103,Design I
ARTH,435,Italian Baroque Art
ARTS,350,Intermediate Studio I
ARTS,450,Advanced Studio I
BADM,199,Foundations of Entrep
BADM,590,Corporate Development
BADM,590,International Study Trip Pt A
BADM,590,Advanced Marketing Strategy
CEE,398,Special Topics
CEE,498,High-Speed Rail Planning
CHIN,203,Intermediate Chinese I
CHLH,594,Biostatistics
CLCV,444,The Archaeology of Italy
CMN,396,Media and Health
CMN,496,Unintended Effects of Communic
CMN,496,Language & Pragmatics
CMN,496,Nonprofit Comm Management
CPSC,593,Soil Fert in Cropping Systems
DANC,310,Ballroom Dance
DANC,340,Dancing Black Popular Cult
ECE,598,Special Topics in ECE
ECON,523,Business International Econ
ENG,315,LINC Boys & Girls Club
ENG,315,LINC COVE Alliance Uganda
ENG,315,LINC Electric Vehicle Initiatv
ENG,465,Business Technical Consulting
ENG,491,Engr Design Solar Decathlon
ENGL,280,The Female Artist
ENGL,300,Racial Subjectivities/Am Fict
ENGL,300,Economic Subjects
ENGL,373,"Film, Style, Politics & You"
ENGL,455,Philip Roth and Michael Chabon
ENGL,461,Contemporary British Lit
EOL,540,Intro to Edu Admin.
EOL,547,Educational Law
EPSY,400,Psyc of Learning in Education
EPSY,474,Evaluating Learning Technology
FIN,570,Business and Public Policy
FR,134,Accel Intermed French II
FSHN,499,Beverage Science & Technology
GEOG,310,Political Geography
GEOL,143,History of Life
GLBL,199,Global Health
GLBL,296,Film and the Global Audience
GLBL,296,The Power of Information .....
GLBL,296,Dealing with Dictators:
GWS,355,Beauty & Makeovers
HIST,348,Early Euro Absolut & Expansion
HIST,401,History of Terrorism
HIST,466,The Balkans
HNDI,201,Elementary Hindi-Urdu I
KIN,102,Bowling I
KIN,104,Ice Skating I
KIN,109,Volleyball I
KIN,239,Coaching Strategies
LA,233,Foundation Design Studio
LAW,689,Law and Economics
LAW,792,Empirical Methods in Law
LAW,792,Human Rights Advocacy
LAW,792,Election Law
LAW,792,Law Practice Management
LAW,793,Family Law Practice
LER,590,Analyzi & Manage Org Networks
IS,590,Foundations of Data Curation
LLS,396,Puerto Ricans in the Diaspora
MACS,166,Media Literacy
MATH,540,Real Analysis I
MBA,501,Foundations of Bus I-Ethics
MCB,316,Genetics and Disease
MCB,529,Special Topics Cell Devel Biol
ME,591,Biomechanics Seminar
MUS,273,Marching Illini
MUS,410,Period Studies in Musicology
MUS,413,Music and Performance
NPRE,431,Materials in Nuclear Eng
NRES,598,Science and Regulatory Policy
NUTR,510,Essentl Fatty Acds & Cholestrl
PHYS,550,Biomolecular Physics
PHYS,598,Phases in Quantum CM
PS,300,Politics of Organization
PS,304,The US Presidency
PS,355,Democratization
PSYC,396,"Power, Status, and Influence"
RLST,170,Nature Religion
RST,218,Entrepreneurship
RST,457,Tourism Development
RST,520,Critical Issues Sport Mgt
SLAV,120,Russian & E Euro Folktales
SOCW,380,Child Welfare Issues & Trends
SOCW,561,Special Studies in SW I
SPAN,314,Latin American Literatures I
SPAN,326,Cultural Studies Americas II
SPAN,571,Proseminar For Lang Tchg
SWAH,201,Elementary Swahili I
SWAH,403,Intermediate Swahili I
TRST,201,Intro to Translation Studies
UP,199,Urban Sustainability
UP,447,Land Use Planning Workshop
UP,474,Neighborhood Revitalization
ASTR,100,Perspectives in Astronomy
CMN,396,Special Topics in Comm
IS,590,Rare Book and Spec Colls
NRES,598,Issues-Aquat Ecosystem Conserv
SOCW,541,Research Seminar
ACCY,553,Advanced Tax Topics
ACCY,553,Tax of Closely-held Entities
ADV,400,Special Problems
ADV,400,Advanced Selling Techniques
ADV,587,Graduate Seminar I
AFRO,372,Class Politics & Blk Community
AHS,399,Pre-Field Experience in i-HLT
ANTH,150,Novel Archaeology
ANTH,199,"Chinese Science, Tech & Med."
ANTH,280,Personal Anthropology
ANTH,466,"Class, Culture and Society"
ARAB,405,Advanced Standard Arabic I
ARCH,551,Structural Analysis
ARTD,212,Introduction to Typography
ARTH,350,American Art 1750-1900
ARTH,436,17th Century Dutch Painting
ARTH,495,Senior Seminar in Art History
ASTR,210,General Astronomy
ATMS,491,Adv Topics in Atmospheric Sci
AVI,130,Commercial - Instrument I
BADM,199,Technology-Mgmt Honors Seminar
BADM,590,Consulting Project-Part B
BADM,590,Seminar in Business Admin
BADM,590,Strategic Innovations
BIOE,498,App in Cancer and MechanoBio
BIOE,498,Senior Design I
BIOP,401,Introduction to Biophysics
CHLH,111,Intro Kines & Community Health
CHLH,510,Public Health Dev
CI,421,Prin & Prac in Early Childhood
CI,472,Tchg Reading in Grades 4-12
CI,517,Bilingual and ESL Assessment
CMN,115,Interviewing
CMN,199,Undergraduate Open Seminar
CMN,277,Media of Public Discourse
CMN,416,Early Modern Rhetorics
CPSC,498,Undergrad Crop Sci Seminar
CS,231,Computer Architecture I
CS,232,Computer Architecture II
CS,498,Special Topics
EALC,199,"Chinese Science, Tech & Med"
ECE,398,Special Topics in ECE
ECE,586,Topics in Decision and Control
ECON,490,Topics in Economics
ENG,198,Aspirations to Leadership II
ENG,199,Freshman Ugr Research Seminar
ENG,199,Mentoring for Freshman Women
ENG,315,LINC SOAR Youth Programs
ENGL,300,Postmodern Britain
ENGL,373,Countercultures in the Movies
ENGL,431,British Romantic Literature
ENGL,455,Austen and Wollstonecraft
ENGL,455,Willa Cather
FIN,419,Real Client Managed Portfolios
FIN,490,Equipment Leasing & Financing
FIN,490,Real Estate Development
FIN,580,Special Topics in Finance
FR,205,Oral French
FSHN,199,Issues & Careers in Dietetics
GEOG,455,Geog of Sub-Saharn Africa
GLBL,296,Human Rights in a Global .....
GLBL,296,Global Approaches to Urban...
GLBL,296,Food & Globalization
GLBL,296,Truth Commissions in ...
GWS,382,Black Women & Popular Culture
GWS,485,The Politics of Fashion
HDFS,199,Issues & Careers in HDFS
HDFS,494,STRONG Kids Program
HIST,342,Cultural Hist of Technoscience
HIST,367,History of Western Medicine
HIST,369,Spain and Portugal from 1808
HIST,396,Darwin and the Darwinian Rev
HIST,396,A History of Israel
HORT,505,Research Methods in Plant Sci
HRE,495,Capstone
IB,102,"Plants, People & Environment"
IB,449,Limnology
ITAL,104,Intermediate Italian II
ITAL,210,Practical Review Italian
JOUR,460,Great Books of Journalism
KIN,131,Movement Skills-Fitness
KIN,133,Movement Skills-Dance
KIN,136,Movement Skills-Racquet
KIN,240,Soc & Psych of Phys Activity
KIN,360,Adapted Physical Education
KIN,361,Curriculum in Grades K-6
LA,212,Water and Society
LAT,103,Intermediate Latin
LAW,605,Criminal Procedure: Investigat
LAW,620,Health Law & Policy
LAW,622,Land Use Planning
LAW,662,Labor Law I
LAW,668,Decendent's Estates and Trusts
LAW,792,Entertainment Law
LAW,796,Intro US Law:Contracts(LLMs)
LER,590,"Work, Family & Organizations"
LING,105,Language in Daily Life
IS,507,Cataloging and Classif I
IS,518,Community Informatics
IS,526,Searching Online Info Systems
IS,590,Collection Development
IS,590,Interfaces to Info Systems
IS,590,Fantasy Lit & Media for Youth
MATH,14,Trigonometry
MATH,550,Dynamical Systems I
MATH,562,Theory of Probability II
MCB,412,Cellular Molec Neurobiology
MCB,421,Microbial Genetics
MILS,341,Leadership and Management
MSE,598,Thin Film Materials
MUS,348,Rep for Scndry Sch Chor Prog
MUS,421,The Music of America
NPRE,555,Reactor Theory I
NRES,439,Env and Sustainable Dev
NRES,598,Wildlife Ecology and Ag Policy
PHIL,422,Recent Developments in Ethics
PORT,400,Intensive Beginning Portuguese
PS,222,Ethics and Public Policy
PS,300,Comparative Conflict Analysis
PS,300,Pol of Racial Ethnic Diversity
PS,300,Analytical Politics
PSYC,210,The Brain and the Mind
PSYC,326,Development and Relationships
PSYC,356,Evolution of Mind
PSYC,437,Psychology of Personality Lab
RLST,213,Intro to Islam - ACP
RLST,235,History of Religion in America
RST,140,Nature and Wilderness
RST,501,Theories & Concepts of Leisure
RST,503,Adv Leisure Research Methods
SCAN,490,Ingmar Bergman & Europ Cinema
SOC,374,Immigrants in the U.S.
SOCW,412,Hispanics in the U.S.
SPAN,250,Intro to Literary Analysis
SPAN,254,Intro to Cultural Analysis
STAT,430,Topics in Applied Statistics
TAM,428,Mechanics of Composites
UP,445,Economic Development Planning
AAS,315,"War, Memory, and Cinema"
ABE,222,Agric & Biological Engrg II
ABE,457,NPS Pollution Processes
ACCY,432,Intro to Mgt Info Systems
ACCY,553,Selected Topics in Fed Tax
ACCY,553,Advanced Topics in Acctg
ACCY,553,Multi-jurisdictional Taxation
ACE,199,Agribus Leadership and Policy
ADV,400,Digital Advertising
ADV,475,Multicultural Advertising
AE,302,Aerospace Flight Mechanics II
AE,441,Aerospace Systems Design II
AE,526,Composites Manufacturing
AFRO,199,"Academics, Ldrshp, & Community"
AHS,399,Int. Collab. in Health Serv.
ANSC,299,Companion Animal Trip
ANSC,499,Animal Shelter Management
ANTH,270,Linguistic Anthropology
ANTH,271,Linguistic Anth-ACP
ANTH,363,Anth of Dance/Movement
ANTH,399,Eating America
ARAB,202,Elementary Standard Arabic II
ARCH,233,Construction of Buildings II
ARTD,228,Computer Applications I
ARTH,441,Realism to Post-Impressionism
ARTS,499,Special Topics in Studio Art
ATMS,201,General Meteorology
ATMS,304,Atmospheric Radiation
ATMS,313,Weather Forecasting
ATMS,314,Mesoscale Processes
ATMS,444,Arctic Meteorology and Climate
BADM,508,Organizational Behavior
BADM,590,Operations Strategy
BADM,590,Technology Management
BADM,590,Entr & Corporate Renewal
BIOE,205,Circuits & Systems in Bioengrg
BIOE,398,Quant Human Phys Lab
BIOE,398,Stat Analysis for Genomic Data
BIOE,498,Senior Design II
BUS,199,Professional Responsibility
CB,624,Nutritional Aspect Food An Med
CB,626,Nutritional Aspect Sm An Med
CEE,447,Atmospheric Chemistry
CHBE,474,Metabolic Engineering
CHEM,492,Appl Chem and Comp Sci Ed
CHIN,242,Chinese Reading and Writing
CI,420,Found of Early Childhood Educ
CI,465,Lang Literacy in EC Educ I
CINE,262,Survey of World Cinema II
CINE,395,American Cinema in the 1980s
CINE,495,Digital Cinema
CLCV,222,The Tragic Spirit
CMN,304,Communication Internship
CMN,377,Public Relations & Propaganda
CMN,415,Classical Rhetorics
CMN,427,Children and the Media
CMN,437,Comm in Personal Relationships
CPSC,352,Plant and Animal Genetics
CS,457,Numerical Methods II
CWL,190,Lit of Asia & Africa II
CWL,208,Lits & Cultures of South Asia
CWL,450,Topics in Bodies and Genders
DANC,101,Contact Improvisation I
DANC,105,Hip Hop I
DANC,106,Jazz Dance II
DANC,109,Ballet III
DANC,260,Intermediate Modern Tech Core
EALC,415,Mod Japan Lit in Translation
ECE,410,Digital Signal Processing I
ECE,420,Digital Signal Processing Lab
ECE,430,Power Ckts & Electromechanics
ECE,440,Solid State Electronic Devices
ECE,442,Electronic Circuits
ECE,450,"Lines, Fields, and Waves"
ECE,536,Integ Optics & Optoelectronics
ENG,498,Special Topics
ENGL,242,Poetry Since 1940
ENGL,280,"Amer Women Writers, 1910-2011"
ENGL,300,Henry James
ENGL,300,Shakespeare & Problem of Pity
ENGL,300,Spielberg: New Hollywood
ENGL,373,Screen Adaptations
ENGL,373,Amer Independent Cinema
ENGL,401,Intro to Study of Engl Lang
ENGL,427,Later 18th C Literature
ENGL,435,19th C British Fiction
ENGL,455,"Conrad, Faulkner, Modernism"
ENGL,455,Margaret Atwood
ENGL,455,Nabokov
ENGL,460,Politics of Children's Lit
ENGL,465,Beckett & Experimental Theatre
EPS,590,Global Citizenship Education
EPS,590,GSE Capstone Projects
EPSY,404,Adjustment in School Settings
EPSY,585,Theories of Measurement I
ESE,497,Scholarship of Sustainability
ESL,115,Principles of Academic Writing
